n,sin,cos,tan,sec,csc,cot
28,0.27090578830786904,-0.9626058663135666,-0.28142960456426525,-1.0388467751912207,3.6913201679676066,-3.553286448127198
29,-0.6636338842129675,-0.7480575296890003,0.8871428437982152,-1.3367955809705478,-1.5068549448555415,1.127214187648291
30,-0.9880316240928618,0.15425144988758405,-6.4053311966462765,6.482921234962678,-1.012113353070178,-0.15611995216165922
31,-0.404037645323065,0.9147423578045313,-0.441695568020698,1.0932039950572479,-2.475016898983283,-2.2640027937820277
32,0.5514266812416906,0.8342233605065102,0.6610060414837631,1.198719728242609,1.813477718829676,1.5128454768057726
33,0.9999118601072672,-0.013276747223059479,-75.31301480008509,-75.31965346626228,1.0000881476620582,-0.01327791753728693
34,0.5290826861200238,-0.8485702747846052,-0.6234989627162255,-1.1784527807715544,1.89006373906015,-1.6038519064146899
35,-0.428182669496151,-0.9036922050915067,0.47381472041445105,-1.1065714569251388,-2.3354518322208486,2.1105296161446585
36,-0.9917788534431158,-0.12796368962740468,7.750470905699148,-7.814716838125932,-1.0082892940581898,0.12902441827949715
37,-0.6435381333569995,0.7654140519453434,-0.8407712554027597,1.3064824162274562,-1.5539094704202325,-1.1893841441105928
38,0.2963685787093853,0.9550736440472949,0.310309660994801,1.0470396772361152,3.374176858946256,3.222587388333856
39,0.9637953862840878,0.26664293235993725,3.6145544071015356,3.750333793397213,1.0375646265080174,0.27665927452504085
40,0.7451131604793488,-0.6669380616522619,-1.117214930923896,-1.4993896097676833,1.3420780265868293,-0.8950829176379128
41,-0.158622668804709,-0.9873392775238264,0.16065669868064283,-1.012823071829904,-6.304269166162921,6.224452563835035
42,-0.9165215479156338,-0.39998531498835127,2.2913879924374863,-2.5000917846924526,-1.0910818215613305,0.4364167060752729
43,-0.8317747426285983,0.5551133015206257,-1.4983873388551707,1.8014340446548356,-1.2022485761466757,-0.6673841763532525
44,0.017701925105413577,0.9998433086476912,0.017704699278685777,1.0001567159083364,56.491031006236796,56.48217935019511
45,0.8509035245341184,0.5253219888177297,1.6197751905438615,1.9035944074044246,1.175221363135749,0.6173696237835551
46,0.9017883476488092,-0.4321779448847783,-2.086613531121382,-2.3138617132963764,1.1089076528957749,-0.479245430495499
47,0.123573122745224,-0.9923354691509287,-0.12452756813273719,-1.0077237296129598,8.092374602054386,-8.0303503472747
48,-0.7682546613236668,-0.6401443394691997,1.2001272431162864,-1.5621476881748084,-1.3016517182948775,0.8332449794268231
49,-0.9537526527594719,0.3005925437436371,-3.172908552159191,3.3267624923286805,-1.0484898753431737,-0.3151682387188536
50,-0.26237485370392877,0.9649660284921133,-0.2719006119976307,1.0363059117870004,-3.8113408578721053,-3.6778144508505695
51,0.6702291758433747,0.7421541968137826,0.9030861493754311,1.3474288824252445,1.4920269603925584,1.1073140704146487
52,0.9866275920404853,-0.16299078079570548,-6.053272382792839,-6.135316335795775,1.0135536529359155,-0.16519990127036432
53,0.39592515018183416,-0.9182827862121189,-0.43115819671956407,-1.088989160000441,2.525729925317288,-2.319334313039686
54,-0.5587890488516163,-0.8293098328631502,0.6738001006480598,-1.2058219502204028,-1.7895841052274186,1.4841196952007008
55,-0.9997551733586199,0.022126756261955736,-45.183087910521124,45.19415264312276,-1.000244886596143,-0.022132174807980413
56,-0.5215510020869119,0.8532201077225842,-0.6112736881917097,1.1720305123483328,-1.917358026345732,-1.6359284217814667
57,0.43616475524782494,0.8998668269691937,0.48469922679209587,1.1112755465917783,2.2927116140592534,2.063135125298919
58,0.9928726480845371,0.11918013544881928,8.33085685249046,8.390660039394232,1.0071785157232531,0.12003567192503807
59,0.6367380071391379,-0.7710802229758452,-0.8257740091968151,-1.2968819199391215,1.570504648360787,-1.2109850744426371
60,-0.3048106211022167,-0.9524129804151563,0.3200403893795629,-1.0499646902797362,-3.280725574403968,3.1246056222423086
61,-0.9661177700083929,-0.25810163593826746,3.743167944272419,-3.8744427030256374,-1.0350704966241462,0.2671533884901271
62,-0.7391806966492228,0.6735071623235862,-1.0975097786622852,1.4847652050945086,-1.352849180901363,-0.911153612880665
63,0.16735570030280691,0.9858965815825497,0.16974975208268753,1.0143051702185757,5.9752969166310965,5.891024804047348
64,0.9200260381967906,0.39185723042955,2.347860309195436,2.5519498489381194,1.086925759144768,0.42591971766100495
65,0.8268286794901034,-0.562453851238172,-1.470038257663172,-1.777923642621745,1.2094403892916359,-0.6802544048000747
66,-0.026551154023966794,-0.99964745596635,0.02656051777603939,-1.0003526683647779,-37.66314635881119,37.6498684412739
67,-0.8555199789753223,-0.5177697997895051,1.652317264010235,-1.9313602307561033,-1.1688797743773618,0.6052106467573685
68,-0.8979276806892913,0.4401430224960407,-2.0400815980159464,2.2719887602194024,-1.1136754345654576,-0.49017647184923213
69,-0.11478481378318722,0.9933903797222716,-0.11554854579453279,1.0066535980342153,-8.711953846863949,-8.654371140059084
70,0.7738906815578891,0.6333192030862999,1.2219599181369432,1.578982596969721,1.2921721682795548,0.8183574478651038
71,0.9510546532543747,-0.3090227281660707,-3.0776204031933605,-3.236007933573721,1.0514642839695292,-0.324926361601448
72,0.25382336276203626,-0.9672505882738824,-0.26241737750193517,-1.0338582494786184,3.9397476619893226,-3.810723243709825
73,-0.6767719568873076,-0.7361927182273159,0.9192864044036078,-1.3583399770754425,-1.477602595413856,1.0878002711774635
74,-0.9851462604682474,0.17171734183077755,-5.737022539279,5.823523642623533,-1.0150776997566762,-0.17430644435391657
75,-0.38778163540943045,0.9217512697247493,-0.4207009506211244,1.084891372374911,-2.5787709078697674,-2.376985358658202
76,0.5661076368981803,0.8243313311075577,0.6867476893515227,1.213104442671634,1.7664485246643284,1.4561388636695274
77,0.9995201585807313,-0.03097503173121646,-32.268575775934416,-32.284067008467524,1.000480071777592,-0.030989901969760626
78,0.5139784559875352,-0.8578030932449878,-0.5991799983411151,-1.165768703650968,1.945606840813288,-1.6689475662882471
79,-0.4441126687075084,-0.8959709467909631,0.49567753318135577,-1.1161076188704897,-2.2516808694295496,2.0174406404538927
80,-0.9938886539233752,-0.11038724383904756,9.00365494560708,-9.059017738119007,-1.0061489242809043,0.11106600664299159
81,-0.6298879942744539,0.7766859820216312,-0.8109944158318941,1.2875216279777653,-1.5875838388567245,-1.2330541129241062
82,0.31322878243308516,0.9496776978825432,0.32982640650767975,1.0529888216072236,3.192554631257839,3.0318979325771958
83,0.9683644611001854,0.24954011797333814,3.8805963103842456,4.007371672825946,1.0326690416373527,0.25769235447759903
84,0.7331903200732922,-0.6800234955873388,-1.0781838051640158,-1.4705374247933836,1.3639023492563793,-0.9274856431811065
85,-0.1760756199485871,-0.9843766433940419,0.17887017243876718,-1.0158713198965086,-5.679377987094371,5.590647039501967
86,-0.9234584470040598,-0.38369844494974187,2.4067297096422102,-2.606213324974469,-1.0828857576042117,0.4155015812509591
87,-0.8218178366308225,0.569750334265312,-1.4424174716642324,1.755154740346912,-1.2168146703893221,-0.6932805651932517
88,0.03539830273366068,0.9993732836951247,0.03542050133937693,1.000627109324514,28.249942024736903,28.232237325458218
89,0.8600694058124533,0.5101770449416689,1.6858253705060158,1.9601038696563367,1.1626968628832497,0.5931812496687251
90,0.8939966636005579,-0.4480736161291701,-1.995200412208242,-2.2317761278577963,1.1185724071637084,-0.5012027833801532
91,0.10598751175115685,-0.9943674609282015,-0.10658787210537021,-1.0056644442755003,9.43507384481158,-9.381930422735374
92,-0.7794660696158047,-0.626444447910339,1.2442700581287092,-1.596310739660553,-1.2829294808084404,0.8036840503129414
93,-0.9482821412699473,0.31742870151970165,-2.9873862594340443,3.150313740416235,-1.0545384717050474,-0.33474077777590383
94,-0.24525198546765434,0.9694593666699876,-0.2529780967613677,1.0315027471805414,-4.077438957703718,-3.952911389570981
95,0.683261714736121,0.7301735609948197,0.9357524720632393,1.3695373996253126,1.46356802734982,1.0686586782881817
96,0.9835877454343449,-0.18043044929108396,-5.451340110823241,-5.542301778491527,1.0166861112715546,-0.1834411318447316
97,0.3796077390275217,-0.9251475365964139,-0.41032129904824216,-1.0809086772029526,2.6342982431332875,-2.4371145302950223
98,-0.5733818719904229,-0.8192882452914593,0.6998536538095259,-1.2205716434321026,-1.7440383954390222,1.4288701567201687
99,-0.9992068341863537,0.0398208803931389,-25.092534979676543,25.11245331914608,-1.0007937954250405,-0.039852490025816055
100,-0.5063656411097588,0.8623188722876839,-0.5872139151569291,1.1596638229046938,-1.9748575314241,-1.702956919426469
101,0.45202578717835057,0.8920048697881602,0.5067526002248183,1.1210701128094596,2.212263168086562,1.9733495191861967
102,0.9948267913584063,0.10158570369662134,9.792980263535778,9.843904837106122,1.0052001098950398,0.10211396051960873
103,0.6229886314423488,-0.7822308898871159,-0.7964255049199765,-1.2783949252429938,1.6051657277995444,-1.2556102156729376
104,-0.32162240316253093,-0.9468680107512125,0.3396697316950931,-1.0561134061405606,-3.1092361420316013,2.944036240761237
105,-0.9705352835374847,-0.24095904923620143,4.027801763884419,-4.150082776180548,-1.0303592429479944,0.24827438355248105
106,-0.7271425000808526,0.6864865509069841,-1.0592232274909887,1.4566927766884914,-1.3752462548796252,-0.9440880581600609
107,0.18478174456066745,0.9827795820412206,0.1880195192668514,1.0175221568228074,5.411790014092439,5.318596728144619
108,0.926818505417785,0.3755095977670121,2.468161961582769,2.6630477781301822,1.0789598979243804,0.40515979727632045
109,0.8167426066363169,-0.577002178942952,-1.4154931063389762,-1.7330957082899847,1.2243759439934359,-0.7064675875295463
110,-0.044242678085070965,-0.999020813314648,0.04428604238812435,-1.0009801464316876,-22.602610042664555,22.580477867856573
111,-0.8645514486106083,-0.5025443191453852,1.7203486651303583,-1.9898742496991628,-1.1566691624969996,0.5812775167435176
112,-0.8899956043668333,0.4559691044442761,-1.951876992743923,2.193131048251121,-1.123601054986588,-0.5123273667948783
113,-0.09718190589320902,0.9952666362171313,-0.09764409089667046,1.0047558750696794,-10.289981358246639,-10.241275133159121
114,0.7849803886813105,0.6195206125592099,1.2670771121538542,1.614151296546935,1.2739171760455077,0.7892179492534117
115,0.9454353340247703,-0.3258098052199642,-2.9018013542793097,-3.069275337876554,1.05771380020561,-0.34461352722345795
116,0.23666139336428604,-0.9715921906288022,-0.24358099586115628,-1.0292384085063637,4.225446262207748,-4.10541059028271
117,-0.689697940935389,-0.7240971967004738,0.9524935935094994,-1.3810300668981248,-1.4499100847593802,1.0498758278420137
118,-0.9819521690440836,0.1891294205289584,-5.191958851762742,5.287384676605012,-1.0183795418197261,-0.19260553262291094
119,-0.3714041014380902,0.9284713207390763,-0.4000167728847535,1.0770391908325028,-2.692485075226589,-2.4998951738658826
120,0.5806111842123143,0.8141809705265618,0.713123009785909,1.2282281657274081,1.7223230058109356,1.4022826164313726
121,0.9988152247235795,-0.04866360920015389,-20.524889977137597,-20.54923620414159,1.0011861806339089,-0.048721333030963224
122,0.4987131538963941,-0.8667670910519801,-0.57537158372166,-1.1537124682321722,2.0051606663812733,-1.7380072778911462
123,-0.45990349068959124,-0.8879689066918555,0.5179274715856551,-1.1261655587981323,-2.1743692323373627,1.9307722699830172
124,-0.9956869868891794,-0.09277620459766088,10.732137526072965,-10.778625880813543,-1.004331695771475,0.09317808289081007
125,-0.6160404591886565,0.7877145121442345,-0.7820605685069013,1.2694954638805676,-1.623270006189252,-1.2786733410037352
126,0.329990825673782,0.9439841391523142,0.34957242604744354,1.0593398326564971,3.0303872780650174,2.8606375259823302
127,0.972630067242408,0.23235910202965793,4.185891831851989,4.303683355913304,1.0281401261172103,0.23889771646525423
128,0.7210377105017316,-0.6928958219201651,-1.0406148914328552,-1.443218400752919,1.3868900134282207,-0.9609702957672157
129,-0.19347339203846847,-0.9811055226493881,0.19719937108906574,-1.0192583538818425,-5.168669394089959,5.071010087290525
130,-0.9301059501867618,-0.3672913304546965,2.5323384274693237,-2.722634369730502,-1.0751463312316234,0.39489192643154875
131,-0.8116033871367004,0.5842088171092893,-1.3892350874685138,1.7117167196278855,-1.2321289140105172,-0.7198205753802375
132,0.05308358714605824,0.9985900724399912,0.053158536832187686,1.0014119182624794,18.83821447952497,18.81165396174893
133,0.8689657562142357,0.4948722204034305,1.755939655505084,2.0207236510159703,1.1507933343157646,0.5694956525783097
134,0.8859248164599484,-0.4638288688518717,-1.9100251751317299,-2.15596757156433,1.1287639553838018,-0.5235533086264333
135,0.08836868610400143,-0.9960878351411849,-0.08871575677006045,-1.0039275300036774,11.316225736604212,-11.27195479594305
136,-0.7904332067228887,-0.6125482394960996,1.290401564737371,-1.632524486271693,-1.2651290349325892,0.774952563083357
137,-0.9425144545582509,0.33416538263076073,-2.8205029711281955,2.9925302020435782,-1.060991685765384,-0.3545466926418454
138,-0.2280522595008612,0.9736488930495181,-0.23422432986760747,1.027064280705901,-4.384959842926809,-4.269411297132275
139,0.6960801312247415,0.717964101410472,0.9695194089192783,1.3928272987959371,1.4366162100339173,1.0314388663087193
140,0.9802396594403116,-0.19781357400426822,-4.955371057696784,-5.055264812001339,1.0201586830010234,-0.20180123513591977
141,0.363171365373259,-0.9317223617435201,-0.38978496200698787,-1.0732810985975616,2.753521051893019,-2.5655171375802652
142,-0.5877950071674065,-0.8090099069535975,0.7265609507562195,-1.2360788062109072,-1.701273382397404,1.376347020795956
143,-0.9983453608739179,0.05750252534912421,-17.36176550181936,17.39054057067131,-1.0016573814943495,-0.057597828970516206
144,-0.49102159389846933,0.8711474010323434,-0.5636492668365763,1.1479113624341428,-2.03657031060588,-1.774152933103945
145,0.4677451620451334,0.8838633737085002,0.5292052776014188,1.1313965820353156,2.137916286782478,1.8896259019419104
146,0.9964691731217737,0.08395943674184847,11.868459482233483,11.910513443232322,1.0035433377905356,0.08425693338692795
147,0.6090440218832924,-0.7931364191664784,-0.7678931482220271,-1.2608171505362449,1.6419174379346,-1.3022645172904472
148,-0.3383333943242765,-0.9410263090291437,0.3595365943310712,-1.0626695453729655,-2.955664491816458,2.7813580474625414
149,-0.9746486480944947,-0.22374095013558368,4.356147801749622,-4.469454516010658,-1.0260107598313186,0.22956062225399138
150,-0.7148764296291646,0.6992508064783751,-1.0223462354365875,1.4301020331121002,-1.3988431546396634,-0.978142204018539
151,0.20214988141565363,0.9793545963764285,0.20641132656506625,1.0210806215644044,4.946824568963434,4.844695379082184
152,0.933320523748862,0.35904428689111606,2.5994579438382797,2.785171736497399,1.071443276510525,0.3846955871590024
153,0.8064005807754863,-0.5913696841443247,-1.3636150151022672,-1.6909896242769666,1.2400784719653055,-0.7333448142802995
154,-0.06192033725605731,-0.9980810948185003,0.06203938495330126,-1.001922594457967,-16.14978283895209,16.118792936982327
155,-0.8733119827746476,-0.48716134980334147,1.7926544934798059,-2.0527079999340723,-1.1450661616056668,0.5578319769019479
156,-0.8817846188147811,0.47165229356133864,-1.8695649970375996,2.120205951823596,-1.134063782314681,-0.5348837839735661
157,-0.0795485428747221,0.9968309933617175,-0.07980143414928564,1.0031790811676062,-12.570940508298952,-12.531103114378698
158,0.7958240965274552,0.6055278749869898,1.314265006453343,1.6514516363453717,1.2565590868176242,0.7608815536362684
159,0.9395197317131483,-0.34249477911590703,-2.7431651195920748,-2.919752536319919,1.0643736009424414,-0.364542401351584
160,0.21942525837900473,-0.9756293127952373,-0.22490638145171962,-1.024979453656368,4.5573604761250355,-4.446294469482044
161,-0.702407785577371,-0.7117747556357236,0.9868399799456411,-1.4049388406685586,-1.4236744246478015,1.0133355157085182
162,-0.9784503507933796,0.20648222933781113,-4.7386661502603475,4.843031786352761,-1.0220242643780002,-0.21102984854610593
163,-0.35491017584493534,0.9349004048997503,-0.37962351282005535,1.0696326525895883,-2.8176143375413174,-2.63418878501872
164,0.5949327780232085,0.803775459710974,0.7401728565302774,1.244128553463906,1.680862169542438,1.3510357630347583
165,0.9977972794498907,-0.06633693633562374,-15.041353046538894,-15.07455808541746,1.002207583239076,-0.06648338064440991
166,0.48329156372825655,-0.875459459043705,-0.5520433399122477,-1.1422573480356646,2.0691443324309224,-1.8114519779533236
167,-0.47555018687189876,-0.8796885924951523,0.5405892391113613,-1.1367659061754978,-2.102827477742901,1.8498333441557835
168,-0.9971732887740798,-0.07513609089835323,13.271561999719832,-13.309183217328082,-1.002834724172561,0.07534908099145454
169,-0.6019998676776046,0.7984961861625556,-0.75391702316165,1.2523541343457623,-1.661129933230385,-1.3264059164049231
170,0.3466494554970303,0.9379947521194415,0.369564386915556,1.0661040456148128,2.8847586059703674,2.7058884335316002
171,0.9765908679435658,0.21510526876214117,4.540060192683886,4.64888659285133,1.0239702549192657,0.22026139688884686
172,0.7086591401823227,-0.7055510066862999,-1.0044052569786845,-1.4173319724914193,1.4111156454465847,-0.9956140641956257
173,-0.2108105329134813,-0.9775269404025313,0.21565700565415888,-1.0229897086910102,-4.743595996744668,4.636992881203511
174,-0.9364619742512132,-0.3507691132091307,2.669738979249547,-2.8508781484525803,-1.0678490184287421,0.3745684532354905
175,-0.8011345951780408,0.5984842190140996,-1.3386060479552375,1.6708878333455959,-1.2482297057434704,-0.7470457805920803
176,0.07075223608034517,0.9974939203271522,0.07092999229222396,1.0025123758869887,14.133828913398794,14.098408412059419
177,0.8775897877771157,0.47941231147032193,1.8305532978191843,2.085887191618159,1.1394845449750985,0.54628291959122
178,0.8775753358042688,-0.4794387656291727,-1.8304221492240353,-2.085772097898027,1.1395033100873704,-0.5463220604186453
179,0.07072216723899125,-0.9974960526543551,-0.07089969634546249,-1.0025102328364928,14.139838172955058,-14.104432762694039
180,-0.8011526357338304,-0.5984600690578581,1.3386902103511544,-1.6709552595117616,-1.2482015977941976,0.7469988144140444
181,-0.936451400117644,0.3507973420904214,-2.6694940005453764,2.8506487365067903,-1.067861076265541,-0.3746028272757685
182,-0.21078106590019152,0.9775332947055968,-0.21562545955396062,1.0229830589055993,-4.744259147420372,-4.637671275315003
183,0.7086804082392084,0.705529644294206,1.0044658136911517,1.4173748872031802,1.4110732967553117,0.9955540411328276
184,0.9765843832906294,-0.21513470736462095,-4.53940879764912,-4.6482504485208445,1.0239770542208253,-0.22029300390788384
185,0.346621180094276,-0.9380052012169503,-0.3695301258933066,-1.0660921695344747,2.884993928322598,-2.706139310245918
186,-0.6020239375552833,-0.7984780389030324,0.7539643023649814,-1.2523825969889206,-1.661063518604974,1.3263227408290703
187,-0.997171023392149,0.07516615000819327,-13.26622453436095,13.303860845486938,-1.0028370024213373,-0.07537939655776912
188,-0.47552366901205834,0.879702927248347,-0.5405502861056347,1.1367473825828163,-2.1029447431661743,-1.849966646404807
189,0.48331795366796265,0.8754448901342752,0.5520826714675685,1.1422763571635224,2.06903135381351,1.8113229262236388
190,0.9977992786806003,0.06630685835171127,15.048206226088658,15.081396176179892,1.0022055751757104,0.06645310311247116
191,0.594908548461427,-0.8037933932096717,-0.7401261984573734,-1.2441007956122219,1.6809306280540672,-1.3511209332736431
192,-0.3549383576518463,-0.9348897059372352,0.3796580017917915,-1.0696448935625953,-2.8173906213339865,2.6339494894892552
193,-0.9784565746221131,-0.20645273449087873,4.739373285779086,-4.843723685549832,-1.0220177634211383,0.21099836195654595
194,-0.7023863292684921,0.711795928940826,-0.9867804811888491,1.404897048916858,-1.4237179146716321,-1.01339661562339
195,0.21945466799406363,0.9756226979194443,0.22493805080802215,1.0249864031787506,4.556749733968068,4.445668469197636
196,0.9395300555699313,0.3424664577455166,2.74342212009588,2.919993994690978,1.0643619052648474,0.3645082514553214
197,0.7958058429196471,-0.6055518643146514,-1.3141827972411917,-1.6513862130236776,1.2565879088437033,-0.7609291508755538
198,-0.07957859166428352,-0.9968285949694307,0.0798317705429828,-1.0031814948393074,-12.566193734851181,12.526341244825366
199,-0.8817988360675502,-0.47162571251991114,1.8697005117809862,-2.1203254476032876,-1.1340454977912842,0.5348450159258118
200,-0.8732972972139946,0.4871876750070059,-1.792527483790382,2.052597081782949,-1.145085417291699,-0.55787150213477
201,-0.06189025071872073,0.9980829609135574,-0.06200912463436089,1.0019207211840264,-16.157633688459388,-16.12665887313419
202,0.8064184068658303,0.591345375451585,1.3637012147934753,1.691059136526337,1.2400510597055074,0.7332984594806893
203,0.9333097001669604,-0.35907242107165305,-2.5992241269365493,-2.784953511649533,1.0714557020259292,-0.38473019299747807
204,0.2021203593127912,-0.9793606896089245,-0.20637989808790602,-1.0210742687653893,4.947547112027694,-4.845433151508085
205,-0.7148975077677643,-0.6992292566729736,1.0224078883216963,-1.4301461079562572,-1.398801910951481,0.9780832204273392
206,-0.97464190312541,0.22377033018717848,-4.355545716494879,4.4688676964614755,-1.0260178602964571,-0.22959235537648057
207,-0.3383050275409778,0.9410365074429887,-0.35950255368968614,1.06265802877003,-2.9559123234693083,-2.781621409185248
208,0.6090679301910603,0.7931180595679168,0.7679410686006504,1.260846336729226,1.6418529862281652,1.302183254533072
209,0.9964666417661079,-0.08398947462256867,-11.864184723669519,-11.906253783510293,1.0035458871233558,-0.08428729181913026
210,0.46771851834275896,-0.8838774731823718,-0.5291666916894644,-1.1313785341757074,2.1380380737184503,-1.8897636901659693
211,-0.491047853850463,-0.8711325991081119,0.5636889887408766,-1.147930867268457,-2.0364614001643235,1.774027912508492
212,-0.9983470937967718,-0.057472430847665464,17.37088685952675,-17.39964684372873,-1.0016556428255248,0.057567584665463876
213,-0.5877706198198406,0.8090276252864301,-0.7265148944842826,1.2360517351258031,-1.701343970385102,-1.3764342721560456
214,0.36319945137636067,0.9317114137542325,0.38981968666981004,1.0732937100884123,2.753308123705735,2.5652886044388836
215,0.9802456219572225,0.19778402522372224,4.956141532909058,5.056020064658184,1.020152477705878,0.20176986338262212
216,0.6960584883449115,-0.7179850839697136,-0.9694609315508745,-1.392786594494465,1.4366608794295448,-1.0315010821532242
217,-0.22808160941352784,-0.9736420181192547,0.2342561281959708,-1.0270715328531732,-4.38439557915838,4.268831759924904
218,-0.9425245273294025,-0.33413697099017103,2.8207729439108604,-2.992784656653322,-1.0609803469342611,0.35451275940471483
219,-0.7904147414931815,0.6125720663156844,-1.2903212290549455,1.6324609870223132,-1.2651585901736708,-0.7750008117997237
220,0.08839871248753149,0.9960851708717215,0.08874613845537885,1.0039302152494172,11.31238195512235,11.268095912734225
221,0.8859387978787574,0.4638021630104179,1.9101653000675152,2.156091712701948,1.1287461418264382,0.5235149020687659
222,0.8689508382163493,-0.49489841458940237,-1.7558165728562365,-2.020616697326987,1.1508130909369378,-0.5695355741934203
223,0.05305348526993529,-0.9985916721566993,-0.053128307344435896,-1.0014103140278139,18.848903044013337,-18.82235760904078
224,-0.8116209973649744,-0.5841843515845697,1.389323413342885,-1.7117884059844326,-1.2321021797694007,0.7197748129745223
225,-0.9300948780045254,0.36731936773024515,-2.532114992334343,2.7224265526188853,-1.0751591301582617,-0.394926771899133
226,-0.19344381715900788,0.9811113543339269,-0.19716805468053747,1.019252295453146,-5.169459612027896,-5.071815521131225
227,0.7210585970706318,0.6928740863898232,1.0406776804536915,1.4432636746604814,1.3868498400304687,0.9609123158709835
228,0.9726230624856244,-0.23238842122852268,-4.185333577911701,-4.303140383300916,1.028147530703633,-0.2389295814502213
229,0.3299623697323973,-0.9439940860834779,-0.349538598383993,-1.059328670319201,3.030648618540986,-2.860914372899753
230,-0.6160642040533645,-0.787695941645058,0.7821091508568009,-1.2695253931505057,-1.6232074407513837,1.2785939135279258
231,-0.9956841897581032,0.09280621889587708,-10.728636524619112,10.77513998412045,-1.0043345171956033,-0.09320848904754017
232,-0.4598767232321427,0.8879827697817494,-0.5178892416405471,1.1261479772245835,-2.1744957930719333,-1.930914797210777
233,0.49873928180328125,0.8667520572726362,0.575411708133279,1.153732479328227,2.0050556202116683,1.7378860837645247
234,0.9988166912028082,0.048633500538969116,20.537626947138527,20.561958093037507,1.0011847106757565,0.04869111716625704
235,0.5805866409896447,-0.8141984723053474,-0.7130775366671388,-1.2282017640840917,1.7223958138193467,-1.4023720403168376
236,-0.37143208943692263,-0.9284601245807608,0.4000517411608172,-1.077052178683002,-2.692282192192826,2.499676659569915
237,-0.9819578697820255,-0.18909982012986337,5.19280171238487,-5.288212327823765,-1.0183736296364523,0.19257427018924922
238,-0.6896761131802671,0.7241179868699296,-0.9524361025217164,1.380990416109669,-1.4499559733753178,-1.0499392004905643
239,0.2366906812750767,0.9715850561826999,0.24361292896477882,1.0292459663067903,4.224923408952556,4.104872447654773
240,0.9454451549211168,0.32578130553514806,2.902085352528352,3.0695438412506193,1.0577028131086408,0.34457980332273175
241,0.7849617132764033,-0.6195442750039529,-1.2669985745109096,-1.6140896467707972,1.2739474844270229,-0.7892668706324495
242,-0.09721190751822432,-0.9952637062792294,0.09767452274699015,-1.0047588329513963,-10.28680565508428,10.238084322053316
